iteration,mean_reward,phase_error,altitude_error,anomaly,collision_penalty,coverage_penalty,fault_fraction,anomaly_event_fraction,actor_loss,critic_loss,entropy,approx_kl,clipfrac,explained_var,learning_rate
1,-2.3731418563452276,1.5845283326318034,0.005825996067134441,1.3385552298277617,0.0,1.0,0.0003124999930150807,0.15875000366941094,-0.0019358923459159476,4.7001526423863,1.0952329295022147,0.0034849845405135835,0.016741071428571428,-0.0033388636181070908,0.0005
2,-18.376970700105026,1.7124996119931244,0.005916165616413306,54.26703408360481,0.0,1.0,0.03062499943189323,0.18531250208616257,-6.971029631261314e-05,2.3318952560424804,1.0922358580998013,0.00032265161031058855,0.0015625,0.12077519615203114,0.0004954545454545455
3,-14.983092609648919,1.4422228848539476,0.0059099324083917056,43.848898343741894,0.0,1.0,0.022812499839346856,0.18875000346451998,-0.0009776701618518149,0.48833554557391573,1.0883116926465715,0.0011117350409871765,0.0003348214285714286,0.21045262865948855,0.0004909090909090909
4,-22.389125401302405,1.651522781089874,0.005863056245968265,67.84619110450149,0.0,1.0,0.014374999678693712,0.17031250102445483,-0.003972385344760758,1.564179447719029,1.0819387095315116,0.003951553777525468,0.03482142857142857,0.054954883273004684,0.0004863636363636364
5,-12.641750314878022,1.6407366599842694,0.005927456168026114,35.377619326114655,0.0,1.0,0.025937499420251697,0.17281250329688191,-0.0026690546024058545,0.41275084785052707,1.0696500199181693,0.004087774405655052,0.026506696428571428,0.09564896787025945,0.00048181818181818184
6,-3.659957638181545,1.4406189312883984,0.005874713943669121,6.11429612711072,0.0,1.0,0.00468749989522621,0.17656250204890966,-0.0030042871633278474,0.011820586039019483,1.0571485894066948,0.003765395739381867,0.03286830357142857,0.7205321618936971,0.0004772727272727273
7,-14.89832903712307,1.728895793499702,0.0058691329580805125,42.61472649127245,0.0,1.0,0.015937499643769115,0.16875000158324838,-0.0029527522423969848,0.7625850984028407,1.0640130826405116,0.0030075674111555727,0.031473214285714285,0.030181807775286118,0.0004727272727272727
8,-15.804232384178453,1.5645248985832532,0.005956558905729457,46.17585253715515,0.0,1.0,0.028437499364372343,0.1850000023841858,-0.002188004526708807,0.7949704783303397,1.056925286565508,0.0027318210540605444,0.01830357142857143,-0.07544585840334994,0.0004681818181818182
9,-8.449005226398516,1.4466607190175556,0.00585124775416501,22.054004872217774,0.0,1.0,0.014374999678693712,0.1809375029988587,-0.0014101374628288405,0.11186042129993438,1.0678772245134627,0.001490686956926116,0.0059709821428571425,-0.10776501369009384,0.00046363636363636366
10,-12.18773126376816,1.7345523016945772,0.005809881279133384,33.55516457557678,0.0,1.0,0.025624999427236617,0.16031250171363354,-0.0021574268117547034,0.719944897719792,1.05128732749394,0.0026761715998873115,0.023270089285714286,0.13116537380258053,0.0004590909090909091
11,-12.941320282185886,1.5663504611300259,0.005900415968377152,36.622381607070565,0.0,1.0,0.023749999469146132,0.17312500393018126,-0.0025144717722598996,0.7579576117651803,1.052339550427028,0.004209253707501505,0.04397321428571429,-0.050309183801207524,0.00045454545454545455
12,-7.494157167113526,1.5032226427452298,0.00584088401574564,18.68240214511752,0.0,1.0,0.014999999664723873,0.18125000409781933,-0.00281478164584509,0.22553054988384247,1.0771430730819702,0.003216537617013923,0.040290178571428574,0.1725407784659707,0.00045
13,-13.706224871433742,1.7053940025746903,0.005857124017254289,38.70738228596747,0.0,1.0,0.015312499657738954,0.16687500104308128,-0.0018920979928225279,1.080439051559993,1.0859291757856095,0.001909037892307554,0.01685267857142857,-0.15407723725771327,0.0004454545454545455
14,-23.36260544523952,1.4607604967915147,0.005888343686234993,71.71100127696991,0.0,1.0,0.025624999427236617,0.1818750025704503,-0.00037995214640562024,3.2797751358577183,1.0846111297607421,0.0005414732166432909,0.0,0.005074012915019965,0.00044090909090909093
15,-13.480829696429165,1.5724287900505327,0.00580816544259086,38.40408538468182,0.0,1.0,0.015937499643769115,0.17031250102445483,-0.0008832642475941351,1.2571505001613072,1.0807433605194092,0.0011508799390867353,0.005245535714285714,0.08218333503187647,0.00043636363636363637
16,-21.266627986494385,1.715641428797101,0.0059206455332127695,63.871557116508484,0.0,1.0,0.020937499532010406,0.17562500154599547,-0.0010837342190955367,2.365976013456072,1.0830373968396867,0.0013791058245780214,0.006194196428571428,-0.011760347616713851,0.0004318181818181818
17,-12.498448474480645,1.4101858199498076,0.005913963788554485,35.66900270804763,0.0,1.0,0.019374999566935003,0.18250000290572643,-0.0006105889965380941,0.5903948179313114,1.0876547745295932,0.0004245336433606488,0.0,0.28647059305075806,0.0004272727272727273
18,-12.764522572845891,1.6132425776202695,0.005845017950075184,35.87453241832554,0.0,1.0,0.027187499508727342,0.17281250236555934,-0.00396498096441584,1.0740616525922502,1.081294958932059,0.004044940898061863,0.048214285714285716,0.03898039132741704,0.00042272727272727275
19,-31.72383262903036,1.6691611533104904,0.005867598227724651,98.8804702758789,0.0,1.0,0.04031249962281436,0.19406250165775418,-0.001879696740901896,4.17676865032741,1.0882704871041433,0.002601188883584525,0.009877232142857142,-0.003040386475392509,0.0004181818181818182
20,-35.48025576837294,1.4217495349544054,0.005841937712642798,112.2372207865119,0.0,1.0,0.04031249973922968,0.20843750052154064,-0.0010789136069693736,2.990480695452009,1.0922332797731673,0.0008552948012948037,0.004352678571428572,0.047387796868093246,0.00041363636363636364
21,-3.9627500394407598,1.6746473348524444,0.005836056374400106,6.3310995772480965,0.0,1.0,0.0034374999231658876,0.1575000029988587,-0.001645931275561452,0.014906104973384312,1.0843070472989764,0.0023499642199437533,0.02220982142857143,0.42853158957654114,0.0004090909090909091
22,-6.966988813209068,1.6066267421722702,0.005904102894834982,16.570867711678147,0.0,1.0,0.006249999860301614,0.16187500022351742,-0.002601631265133619,0.05974408899034773,1.0740626607622419,0.0014295907790905663,0.010267857142857143,-0.4782745568629405,0.0004045454545454545
23,-12.696998270413493,1.443270552305905,0.005844883097135376,36.21581698022783,0.0,1.0,0.012187499727588147,0.17750000301748514,-0.0019436169881373645,0.16249196231365204,1.0699594054903303,0.0020134609059563706,0.007087053571428571,0.026638250606572877,0.0004
24,-9.628578726785138,1.6854450961532155,0.005871670118352664,25.181639797985554,0.0,1.0,0.015937499643769115,0.1681249998509884,-0.0024527071043848993,0.13510260220084871,1.0678134952272689,0.002592198524091925,0.021205357142857144,0.0893013690189336,0.00039545454545454546
25,-8.322597932860456,1.5587349661693262,0.005894789857700846,21.254798118025064,0.0,1.0,0.01843749958788976,0.17593750171363354,-0.0014875786046364477,0.1168709152511188,1.0756484849112375,0.0022769229519846185,0.019308035714285715,0.02627605887726936,0.0003909090909090909
26,-6.105739572771221,1.4885962622458286,0.005848031350258008,14.09636326879263,0.0,1.0,0.006874999846331775,0.171875,-0.002574429547946368,0.027893363258668355,1.0776126759392874,0.0021827841909336193,0.013448660714285715,-0.6795847190409658,0.0003863636363636364
27,-17.42111031432,1.7276387226149872,0.00586823440492202,51.016941130161285,0.0,1.0,0.028749999357387424,0.17250000173226,-0.002450356080329844,0.7891078012330192,1.0793678760528564,0.002142028044909239,0.028515625,0.0209550613641194,0.00038181818181818184
28,-2.540869539259719,1.4860365387461518,0.00589799805056084,2.2266188077628613,0.0,1.0,0.00437499990221113,0.16593750100582838,-0.0017570023025785173,0.01050217753675367,1.0801361663000923,0.0028683834709227083,0.018973214285714284,0.8589427464731492,0.0003772727272727273
29,-14.228155164661594,1.5416246085954175,0.005841856797067599,41.007666574791074,0.0,1.0,0.019999999552965164,0.1784375044517219,-0.0009079303392874343,0.8162061027118138,1.0826549461909702,0.0009599020305488791,0.0,0.10964918607251206,0.00037272727272727273
30,-9.966154520329683,1.7369705436631684,0.005873059080549573,26.147377045825124,0.0,1.0,0.012499999720603228,0.1681249998509884,-0.0010156988232795682,0.2177343066249575,1.0811353138514928,0.001549342630564102,0.008928571428571428,0.21051760287481225,0.00036818181818181817
31,-8.077188069305008,1.4408327355382575,0.005890907506308883,20.84019872173667,0.0,1.0,0.011562499741557986,0.18062500143423676,-0.004241209251007863,0.2335520591054644,1.0783560582569667,0.0037519999679976276,0.03270089285714286,0.16194722413707996,0.0003636363636363636
32,-8.153973024570234,1.6173345321946218,0.005856617198527554,20.51049368828535,0.0,1.0,0.01749999960884452,0.17437500366941094,-0.00272348813845643,0.2309726242508207,1.0636974743434362,0.0025240617405091013,0.024832589285714284,0.06668071195595648,0.00035909090909090906
33,-18.24215822230654,1.6752970076440614,0.00594206988417725,53.947439074516296,0.0,1.0,0.029062499525025487,0.18406250048428774,-0.0013816926195951444,1.1803547246115549,1.058096330506461,0.0028632305795326827,0.015345982142857142,0.015132493330246799,0.00035454545454545455
34,-16.373497924341287,1.4252703648553495,0.0059026057392808085,48.55510914698243,0.0,1.0,0.031249999767169356,0.19499999936670065,-0.0016178011827703033,0.7985823086329868,1.047369967188154,0.001655171302679394,0.001841517857142857,0.20152313957470225,0.00035000000000000005
35,-16.99886951755484,1.661640158796203,0.005835296329834981,49.855790259316564,0.0,1.0,0.01374999969266355,0.16187499929219484,-0.0017655910258846624,1.3292474746704102,1.0216563190732684,0.0024674869874226194,0.01875,0.038980103788150755,0.0003454545454545455
36,-14.015143371560507,1.6157132126977534,0.005930461931312527,40.056032503023744,0.0,1.0,0.02218749950407073,0.1778124994598329,-0.004774915420317224,0.5408271866185325,1.0152523006711687,0.006062668751526092,0.06272321428571428,0.011136266832793562,0.00034090909090909094
37,-6.523083525809889,1.4334020250272552,0.005878425866031932,15.703918850049376,0.0,1.0,0.011874999734573066,0.18499999959021807,-0.00010893885711474077,0.09091485206569944,1.0118990932192122,0.000665289516161595,0.0002232142857142857,0.3333087470723549,0.0003363636363636364
38,-12.502077330314918,1.689569095106535,0.005834044416528136,34.77287185937166,0.0,1.0,0.01374999969266355,0.15906250104308128,-0.0023445926872747284,0.8001516325133188,1.026337902886527,0.0029866700093927126,0.022600446428571428,-0.028935734725143547,0.0003318181818181818
39,-15.758889466081348,1.5867668838425923,0.0058836108368056726,45.963032364845276,0.0,1.0,0.01812499959487468,0.1643749992363155,-0.0021256187232211233,0.7408791065216065,1.0532543012074063,0.003250351787677833,0.023549107142857142,0.009425166478621239,0.00032727272727272726
40,-5.950783009229086,1.4612842872883387,0.005835718268831381,13.68471135571599,0.0,1.0,0.006874999846331775,0.17468750290572643,-0.0035423176496156626,0.06380915875945772,1.0583452224731444,0.003435071890375444,0.04213169642857143,0.2548393566870032,0.00032272727272727276
41,-16.381877523269896,1.7390518115173295,0.005851129781789839,47.52321351133287,0.0,1.0,0.019999999611172825,0.16625000210478902,-0.002246868936344981,1.4920023236955915,1.0656571081706456,0.0026629697464938674,0.028236607142857143,-0.033806643614098686,0.0003181818181818182
42,-17.917529085359973,1.514962428399893,0.005881226211987193,53.38654899597168,0.0,1.0,0.024687499448191375,0.17906249966472387,-0.0015389662302498306,0.9441004259245737,1.073408395903451,0.0016569337341934443,0.008816964285714286,0.0019901945283626876,0.00031363636363636365
43,-6.199029015791707,1.5086271744876731,0.005820448589844791,14.349840983748436,0.0,1.0,0.010624999762512743,0.17031250055879354,-0.0006436539281691824,0.04434125263776098,1.0721615825380597,0.0006367089625980173,0.0,0.0635772305881136,0.0003090909090909091
44,-25.139710847904936,1.7300632037001236,0.005856620261943997,76.74275949783623,0.0,1.0,0.03187499946216121,0.1787499994970858,-0.002239136550841587,3.473296172278268,1.0587965760912215,0.0017681820417887399,0.006082589285714286,0.03141986439740729,0.0003045454545454546
45,-13.504547190908092,1.4756162039238663,0.005870299912144621,38.80492475070059,0.0,1.0,0.02624999947147444,0.18812500266358256,-0.000736854797495263,0.5497293770313263,1.0560965265546527,0.0015221212857535907,0.004575892857142857,0.0382630000918156,0.00030000000000000003
46,-10.160600708687957,1.6109628314143776,0.005809398285806711,27.207216078415513,0.0,1.0,0.01343749969964847,0.17156250262632966,-0.001905181258916855,0.41355348570006234,1.057625300543649,0.0022157985317919934,0.014955357142857144,0.1338976280627776,0.00029545454545454547
47,-15.189593393275958,1.6757664001064239,0.005900098511539554,43.751489341259,0.0,1.0,0.02968749951105565,0.17812500288709998,-0.0014102727507374116,1.0025450076375688,1.049359917640686,0.002384052043115454,0.016908482142857142,0.011656227723720769,0.0002909090909090909
48,-12.508736581375048,1.4019551255729528,0.005866045295021668,35.736103631556034,0.0,1.0,0.023749999469146132,0.1890625017695129,-0.0007081792623336826,0.5658204623631069,1.0554256643567765,0.0007508886512368918,0.0,0.11930694299801314,0.00028636363636363636
