seed,train_final_phase,eval_phase_mean,kl_mean,clip_mean
7,1.528197134046337,1.5590782738587319,0.001782024553344984,0.011120535714285715
42,1.5010790045875542,1.5049871672801087,0.0017291399825563923,0.012304129464285713
1337,1.562123945859761,1.567099878425373,0.0018340894569576318,0.013311941964285715
2025,1.531690338552783,1.617429137568446,0.0018419119270651468,0.014292410714285714
9001,1.5412290283452101,1.5974479045230263,0.0018320932355044143,0.012098214285714287
