iteration,mean_reward,phase_error,altitude_error,anomaly,collision_penalty,coverage_penalty,fault_fraction,anomaly_event_fraction,actor_loss,critic_loss,entropy,approx_kl,clipfrac,explained_var,learning_rate
1,-5.0848204430586375,1.5641994991344972,0.0058410900418819234,10.499878941103816,0.0,0.9563561389720466,0.005624999874271452,0.13874999899417162,-0.00068015953791993,2.911958544594901,1.0982698440551757,0.00034638842501278434,0.0,-0.7265983406041276,0.0005
2,-8.939479456974876,1.5568588149429263,0.005894914432151647,23.333556473255157,0.0002601146697998047,0.9891222241950482,0.014687499671708792,0.1559375007636845,-0.001625349701914404,3.5077270712171282,1.095465431894575,0.0015956064220517875,0.011049107142857144,-0.011456280475274472,0.0004954545454545455
3,-4.168948929770166,1.5818807120972471,0.005860334100176709,7.279786508530378,0.0,1.0502641878646053,0.006874999846331775,0.15218750084750354,-0.0013700750523379871,0.5461205695356641,1.0887000117983137,0.0011016628039734705,0.0,0.6359129247654052,0.0004909090909090909
4,-5.314925145163311,1.5463670345705773,0.005856025742691483,11.282838016748428,0.0,0.9951282763832187,0.014687499671708792,0.15218749921768904,-0.0003509518490838153,1.7157435178756715,1.0874475411006383,0.0009235470921599439,0.0,-0.08881514723937456,0.0004863636363636364
5,-10.149873073665558,1.565712276397184,0.005948982469364285,27.439540401101112,0.00013097630289848894,0.8989307816025102,0.024374999629799277,0.17156250216066837,-0.0012991344822304589,2.9683821746281214,1.0814753770828247,0.003719241451472044,0.018247767857142858,0.02062514090776124,0.00048181818181818184
6,-11.989004987016367,1.616581573926936,0.005857014548550257,33.38813821785152,0.0,0.9046621589502741,0.020312499720603228,0.15031249914318323,-0.002621583055172648,1.163220603125436,1.0632557324000766,0.0038488359356831227,0.024274553571428572,-0.0034134585281631047,0.0004772727272727273
7,-22.98189332528587,1.5264256446236022,0.005895424666398404,70.27115666866302,0.0,0.9552492062512458,0.03624999965541065,0.1762499997857958,-0.0018566703124504003,3.3520692757197788,1.0517083951405117,0.0024976823179583465,0.01752232142857143,-0.006593624105947882,0.0004727272727272727
8,-19.36995796972586,1.5856356950533714,0.0059410352806059125,57.96093952655792,0.0,1.0183194452420725,0.02218749950407073,0.16625000070780516,-0.002326892968267202,2.0958967753819056,1.051392333848136,0.0025458466527717456,0.023828125,0.004784913282498304,0.0004681818181818182
9,-11.873801710831245,1.6089999143740967,0.005835315547825346,32.887181501835585,0.0,1.0301329273216195,0.01343749969964847,0.1343749992083758,-0.0014207779562899045,0.32556532365935187,1.0634976591382708,0.0015707080851175956,0.009821428571428571,0.14551004303067494,0.00046363636363636366
10,-10.639945419670548,1.527740241449307,0.005889699990814884,29.1652408875525,0.0,0.9202953637187858,0.008124999818392098,0.16000000154599547,-0.0035537995298260024,0.56831419808524,1.0376029014587402,0.004604857232022498,0.05044642857142857,0.011329807925751223,0.0004590909090909091
11,-24.26689669440806,1.5746738597156797,0.0059098524840826986,74.4189904332161,0.0,0.9333831830169049,0.029062499525025487,0.17750000115484,-0.003676286419587476,2.1972421543938774,1.036141310419355,0.0035999732557684184,0.03353794642857143,0.040595883137954036,0.00045454545454545455
12,-3.33593603008763,1.5821685242615733,0.005848510648836521,4.406903754919767,0.0,1.1195333616731316,0.002187499951105565,0.12906250008381903,-0.0014646206683080112,0.006223122323197978,1.0420950446810042,0.002596261422149837,0.012890625,0.47112558725057196,0.00045
13,-9.677257950029365,1.5321954840906875,0.005893614489940466,25.849786998704076,0.0,1.0079481867282163,0.02718749939231202,0.1771875019185245,-0.0014430299068668058,0.4048773867743356,1.0362763370786394,0.0023831810136990886,0.01880580357142857,0.08709064047586057,0.0004454545454545455
14,-20.322293319401844,1.5941732503692339,0.005896790764382117,61.06733816862106,0.0,1.06149920740182,0.043124999559950083,0.17249999940395355,-0.0009522815101913044,1.8241315909794398,1.027020025253296,0.002028266147577337,0.012053571428571429,0.026630085882332843,0.00044090909090909093
15,-3.241158170352034,1.5562303138196678,0.005843771751624511,4.154052127152681,0.0,1.1445436533240687,0.005937499867286533,0.13031249935738742,-0.0009075719530561141,0.020074461972607035,0.992577064037323,0.002862349821121565,0.011272321428571428,0.7425314285786903,0.00043636363636363637
16,-7.157445083165457,1.5445047776498853,0.005921393718293617,17.412239838391542,0.0,0.9995041003569505,0.016874999622814357,0.1531250011175871,-0.0005652942761246647,0.1418463945388794,0.9756818907601493,0.001099771327738251,0.0013950892857142857,0.2078078997923023,0.0004318181818181818
17,-11.1024313082024,1.5826255010215526,0.005857057710247966,30.499787092208862,0.0,0.9461261967005511,0.02562499971827492,0.16343749966472387,-0.002418460517323443,0.652055447442191,0.9865232229232788,0.0017424965044483542,0.015234375,0.11381480366359342,0.0004272727272727273
18,-5.996166465314404,1.5295744324771652,0.005875048602931746,13.653126200661063,0.0,0.9460563708673478,0.010312499769497663,0.14343750057742,-0.0006201107354302491,0.12942026917423521,0.9600173217909677,0.0014217518735677003,0.0060267857142857146,0.54895154230339,0.00042272727272727275
19,-12.408976496061987,1.5417862098687434,0.005902927286858011,34.971346735954285,0.0,0.963921717411613,0.021562499518040568,0.16093750158324838,-0.0018756493260817869,0.7008951323372977,0.9720906751496451,0.0025641717116481493,0.02075892857142857,0.18700515808220786,0.0004181818181818182
20,-13.633531614156338,1.6145460315366889,0.005856210742290857,38.746718326583505,0.0,1.0215037378051746,0.013124999706633389,0.14968749997206032,-0.002876771806872317,0.7341047627585274,0.9492941226278032,0.0038579204452357124,0.026004464285714287,0.03168916177500125,0.00041363636363636364
21,-2.2089643179256524,1.4977002205024375,0.005871798735214866,0.9670466724783182,0.0,1.0904709352154789,0.0,0.13562499987892807,-0.0020857891965923563,0.00581440506502986,0.9409189922469002,0.0023264619754627346,0.021372767857142858,0.2461658097552274,0.0004090909090909091
22,-15.169804437357381,1.6146209425358864,0.005922670149187488,43.845530880615115,0.0,1.0389370143215844,0.01749999960884452,0.1537499986588955,-0.0004702587545450245,1.4212092195238386,0.9470946311950683,0.0012147610408387013,0.0027901785714285715,0.06011642869972411,0.0004045454545454545
23,-19.78311192786239,1.6182942946654884,0.005859678098029338,59.309945015236735,0.0,0.949901821106761,0.029062499932479113,0.15499999839812517,-0.0021445841794567448,0.9817709837641034,0.9510683502469744,0.00436963836130287,0.052734375,-0.0328638956649665,0.0004
24,-19.99374103300733,1.4969919064708377,0.0058997550520121554,60.332653284072876,0.0,1.0261452153350488,0.04093749972525984,0.16906249942258,-0.00178130043537489,1.725194685799735,0.9521225162914821,0.0037490040296688674,0.021651785714285714,-9.474550233412593e-05,0.00039545454545454546
