iteration,mean_reward,phase_error,altitude_error,anomaly,collision_penalty,coverage_penalty,fault_fraction,anomaly_event_fraction,actor_loss,critic_loss,entropy
1,-3.794765851910978,1.5268001739608743,0.007646410117094465,1.0306023359298706,0.0,4.606671759741332,0.0,0.3883333206176758,-0.0035585705646212773,32.939473470052086,1.0928330024083455
